,h1n1_vaccine,seasonal_vaccine,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,sex
15552,0,0,1.0,1.0,1.0,0.0,5.0,4.0,1.0,4.0,2.0,1.0,45 - 54 Years,>= 12 years,Male
15553,1,1,2.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,45 - 54 Years,Higher Education,Male
15554,0,1,3.0,1.0,1.0,0.0,4.0,4.0,4.0,5.0,5.0,1.0,65+ Years,Higher Education,Male
15555,0,1,1.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,2.0,1.0,65+ Years,Higher Education,Female
15556,0,1,2.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,45 - 54 Years,Higher Education,Female
15557,0,1,2.0,2.0,1.0,0.0,5.0,1.0,1.0,4.0,4.0,4.0,65+ Years,< 12 Years,Female
15558,1,1,2.0,2.0,0.0,0.0,4.0,4.0,1.0,4.0,5.0,2.0,55 - 64 Years,>= 12 years,Female
15559,0,0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,55 - 64 Years,Higher Education,Female
15560,0,1,2.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,2.0,4.0,65+ Years,>= 12 years,Female
15561,0,1,1.0,1.0,1.0,0.0,3.0,4.0,2.0,4.0,4.0,1.0,18 - 34 Years,Higher Education,Female
15562,1,1,3.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,55 - 64 Years,Higher Education,Male
15563,0,0,2.0,1.0,1.0,0.0,4.0,2.0,4.0,2.0,2.0,2.0,55 - 64 Years,Higher Education,Female
15564,0,0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,4.0,1.0,18 - 34 Years,>= 12 years,Female
15565,0,0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,4.0,1.0,1.0,55 - 64 Years,Higher Education,Male
15566,0,0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,3.0,5.0,5.0,55 - 64 Years,>= 12 years,Male
15567,1,1,2.0,1.0,1.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,45 - 54 Years,Higher Education,Female
15568,0,1,2.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,2.0,1.0,45 - 54 Years,Higher Education,Male
15569,0,0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,3.0,2.0,4.0,45 - 54 Years,< 12 Years,Male
15570,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,45 - 54 Years,>= 12 years,Male
15571,0,1,3.0,1.0,1.0,0.0,3.0,2.0,4.0,3.0,2.0,2.0,45 - 54 Years,Higher Education,Female
15572,0,0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,55 - 64 Years,< 12 Years,Female
15573,0,1,1.0,2.0,1.0,1.0,5.0,2.0,1.0,4.0,4.0,4.0,18 - 34 Years,>= 12 years,Female
15574,0,0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,5.0,65+ Years,>= 12 years,Female
15575,1,1,1.0,1.0,1.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,18 - 34 Years,Higher Education,Male
15576,0,0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,45 - 54 Years,Higher Education,Male
15577,1,0,0.0,1.0,1.0,0.0,5.0,2.0,4.0,4.0,4.0,2.0,18 - 34 Years,>= 12 years,Female
15578,0,0,3.0,2.0,1.0,0.0,5.0,4.0,4.0,4.0,4.0,2.0,55 - 64 Years,>= 12 years,Female
15579,0,1,1.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,4.0,4.0,45 - 54 Years,Higher Education,Female
15580,0,1,1.0,1.0,0.0,0.0,4.0,2.0,2.0,5.0,4.0,2.0,65+ Years,>= 12 years,Female
15581,0,0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,1.0,65+ Years,< 12 Years,Male
15582,0,1,1.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,65+ Years,Higher Education,Female
15583,0,0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,5.0,2.0,1.0,18 - 34 Years,Higher Education,Female
15584,0,0,0.0,2.0,0.0,0.0,4.0,1.0,2.0,4.0,2.0,2.0,55 - 64 Years,Higher Education,Female
15585,0,1,2.0,1.0,0.0,1.0,4.0,4.0,4.0,5.0,5.0,2.0,45 - 54 Years,Higher Education,Female
15586,0,1,3.0,2.0,1.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,45 - 54 Years,Higher Education,Female
15587,0,0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,2.0,4.0,18 - 34 Years,Higher Education,Female
15588,0,0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,5.0,4.0,1.0,35 - 44 Years,Higher Education,Female
15589,1,1,1.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,1.0,35 - 44 Years,>= 12 years,Female
15590,0,0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,4.0,5.0,1.0,45 - 54 Years,< 12 Years,Female
15591,0,0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,4.0,2.0,2.0,65+ Years,Higher Education,Female
15592,0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,35 - 44 Years,>= 12 years,Female
15593,0,0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,4.0,1.0,45 - 54 Years,>= 12 years,Female
15594,0,1,2.0,1.0,1.0,0.0,3.0,2.0,2.0,4.0,2.0,1.0,65+ Years,>= 12 years,Female
15595,0,1,3.0,0.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,65+ Years,Higher Education,Male
15596,0,0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,45 - 54 Years,Higher Education,Female
15597,0,0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,55 - 64 Years,Higher Education,Male
15598,0,0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,4.0,35 - 44 Years,Higher Education,Male
15599,0,1,1.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,65+ Years,>= 12 years,Male
15600,0,0,2.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,1.0,2.0,35 - 44 Years,>= 12 years,Female
15601,0,1,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,65+ Years,Higher Education,Male
15602,0,0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,45 - 54 Years,Higher Education,Female
15603,0,1,2.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,18 - 34 Years,Higher Education,Male
15604,0,0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,45 - 54 Years,Higher Education,Male
15605,0,0,2.0,1.0,1.0,0.0,5.0,2.0,1.0,5.0,4.0,1.0,55 - 64 Years,Higher Education,Female
15606,1,1,2.0,2.0,1.0,1.0,5.0,4.0,2.0,5.0,4.0,2.0,35 - 44 Years,Higher Education,Female
15607,0,0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,55 - 64 Years,< 12 Years,Male
15608,0,1,2.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,4.0,2.0,65+ Years,Higher Education,Male
15609,0,0,3.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,65+ Years,< 12 Years,Female
15610,0,1,3.0,1.0,1.0,0.0,4.0,2.0,4.0,4.0,4.0,1.0,65+ Years,Higher Education,Female
15611,0,1,1.0,2.0,1.0,1.0,5.0,2.0,2.0,5.0,4.0,1.0,18 - 34 Years,Higher Education,Male
15612,0,1,2.0,1.0,1.0,0.0,5.0,2.0,2.0,5.0,2.0,2.0,45 - 54 Years,Higher Education,Female
15613,0,0,2.0,1.0,1.0,0.0,5.0,2.0,2.0,4.0,4.0,2.0,45 - 54 Years,Higher Education,Male
15614,1,1,2.0,2.0,0.0,0.0,5.0,2.0,4.0,5.0,4.0,2.0,55 - 64 Years,Higher Education,Female
15615,0,1,3.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,5.0,4.0,45 - 54 Years,Higher Education,Female
15616,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,45 - 54 Years,>= 12 years,Male
15617,0,0,1.0,1.0,1.0,0.0,5.0,2.0,1.0,4.0,2.0,1.0,45 - 54 Years,Higher Education,Female
15618,0,0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,2.0,45 - 54 Years,Higher Education,Male
15619,1,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,18 - 34 Years,Higher Education,Male
15620,1,1,2.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,4.0,1.0,45 - 54 Years,Higher Education,Female
15621,0,0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,55 - 64 Years,Higher Education,Female
15622,0,0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,4.0,35 - 44 Years,Higher Education,Male
15623,0,1,2.0,1.0,1.0,0.0,3.0,1.0,2.0,5.0,2.0,1.0,55 - 64 Years,Higher Education,Female
15624,0,0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,18 - 34 Years,Higher Education,Female
15625,1,1,2.0,2.0,1.0,0.0,4.0,1.0,2.0,4.0,4.0,1.0,65+ Years,>= 12 years,Male
15626,1,1,3.0,2.0,1.0,1.0,5.0,4.0,1.0,4.0,4.0,1.0,35 - 44 Years,Higher Education,Female
15627,1,1,3.0,0.0,0.0,1.0,5.0,4.0,2.0,4.0,4.0,4.0,65+ Years,< 12 Years,Male
15628,0,0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,35 - 44 Years,Higher Education,Male
15629,0,0,2.0,1.0,1.0,0.0,2.0,2.0,5.0,2.0,4.0,4.0,35 - 44 Years,< 12 Years,Male
15630,0,1,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,55 - 64 Years,Higher Education,Male
15631,0,0,2.0,2.0,0.0,0.0,4.0,2.0,2.0,5.0,2.0,2.0,18 - 34 Years,Higher Education,Male
15632,0,0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,4.0,4.0,1.0,65+ Years,Higher Education,Female
15633,0,0,2.0,0.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,5.0,65+ Years,Higher Education,Female
15634,1,1,0.0,1.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,1.0,18 - 34 Years,Higher Education,Male
15635,0,0,1.0,2.0,1.0,0.0,5.0,2.0,1.0,2.0,2.0,2.0,45 - 54 Years,Higher Education,Female
15636,0,1,0.0,0.0,1.0,1.0,3.0,3.0,1.0,4.0,5.0,2.0,18 - 34 Years,>= 12 years,Male
15637,0,1,2.0,1.0,1.0,0.0,5.0,2.0,1.0,5.0,2.0,4.0,55 - 64 Years,Higher Education,Male
15638,1,0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,55 - 64 Years,>= 12 years,Female
15639,0,1,2.0,0.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,65+ Years,>= 12 years,Male
15640,0,0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,65+ Years,Higher Education,Female
15641,0,0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,35 - 44 Years,< 12 Years,Male
15642,0,0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,2.0,18 - 34 Years,Higher Education,Male
15643,0,0,2.0,2.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,5.0,35 - 44 Years,Higher Education,Male
15644,0,0,1.0,1.0,0.0,0.0,3.0,2.0,5.0,2.0,4.0,2.0,18 - 34 Years,>= 12 years,Male
15645,0,1,2.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,1.0,65+ Years,>= 12 years,Female
15646,0,1,1.0,1.0,1.0,0.0,3.0,2.0,4.0,4.0,2.0,2.0,55 - 64 Years,Higher Education,Female
15647,0,0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,4.0,55 - 64 Years,Higher Education,Female
15648,1,1,2.0,2.0,1.0,0.0,4.0,4.0,1.0,4.0,1.0,1.0,55 - 64 Years,Higher Education,Female
15649,0,1,2.0,1.0,0.0,0.0,4.0,4.0,1.0,5.0,4.0,2.0,55 - 64 Years,< 12 Years,Male
15650,0,1,0.0,2.0,1.0,0.0,4.0,1.0,5.0,2.0,2.0,2.0,55 - 64 Years,Higher Education,Female
15651,0,0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0,4.0,4.0,18 - 34 Years,Higher Education,Female
15652,0,1,2.0,2.0,0.0,0.0,5.0,4.0,2.0,5.0,4.0,1.0,65+ Years,Higher Education,Male
15653,0,1,3.0,2.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,1.0,65+ Years,Higher Education,Female
15654,0,1,3.0,1.0,1.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,65+ Years,Higher Education,Female
15655,0,1,1.0,2.0,0.0,0.0,5.0,1.0,2.0,5.0,4.0,1.0,55 - 64 Years,Higher Education,Male
15656,0,1,2.0,1.0,1.0,1.0,5.0,4.0,1.0,4.0,5.0,2.0,55 - 64 Years,Higher Education,Female
15657,0,1,2.0,2.0,1.0,0.0,4.0,5.0,4.0,4.0,5.0,1.0,55 - 64 Years,Higher Education,Female
15658,0,0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,1.0,55 - 64 Years,Higher Education,Male
15659,0,0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,18 - 34 Years,>= 12 years,Female
15660,0,0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,65+ Years,>= 12 years,Male
15661,0,1,1.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,4.0,1.0,35 - 44 Years,Higher Education,Male
15662,0,1,3.0,2.0,1.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,65+ Years,Higher Education,Female
15663,0,1,1.0,2.0,1.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,65+ Years,>= 12 years,Female
15664,1,1,0.0,2.0,0.0,0.0,5.0,4.0,2.0,5.0,4.0,1.0,55 - 64 Years,Higher Education,Female
15665,0,1,2.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,1.0,65+ Years,Higher Education,Female
15666,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,35 - 44 Years,< 12 Years,Male
15667,1,1,0.0,1.0,0.0,0.0,2.0,2.0,4.0,5.0,1.0,4.0,18 - 34 Years,Higher Education,Female
15668,0,1,0.0,1.0,1.0,0.0,3.0,1.0,1.0,5.0,3.0,1.0,65+ Years,< 12 Years,Female
15669,0,1,0.0,0.0,0.0,0.0,5.0,1.0,2.0,3.0,1.0,1.0,65+ Years,Higher Education,Male
15670,0,0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,5.0,4.0,4.0,35 - 44 Years,Higher Education,Male
15671,0,1,1.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,1.0,65+ Years,Higher Education,Female
15672,0,1,0.0,0.0,1.0,0.0,4.0,1.0,2.0,4.0,1.0,2.0,65+ Years,< 12 Years,Male
15673,0,1,0.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,65+ Years,>= 12 years,Female
15674,0,1,2.0,0.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,4.0,65+ Years,Higher Education,Female
15675,0,0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,5.0,4.0,4.0,55 - 64 Years,Higher Education,Male
15676,0,0,3.0,2.0,1.0,1.0,5.0,4.0,2.0,4.0,5.0,4.0,65+ Years,>= 12 years,Male
15677,0,0,2.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,55 - 64 Years,Higher Education,Male
15678,0,0,2.0,2.0,1.0,0.0,5.0,1.0,2.0,5.0,2.0,1.0,35 - 44 Years,Higher Education,Female
15679,0,1,1.0,2.0,1.0,0.0,4.0,2.0,2.0,5.0,2.0,1.0,45 - 54 Years,Higher Education,Female
15680,0,0,2.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,55 - 64 Years,>= 12 years,Male
15681,0,1,3.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,4.0,65+ Years,Higher Education,Female
15682,0,0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,18 - 34 Years,>= 12 years,Male
15683,0,0,2.0,1.0,0.0,0.0,5.0,2.0,1.0,5.0,2.0,1.0,45 - 54 Years,Higher Education,Male
15684,0,1,2.0,2.0,1.0,0.0,5.0,2.0,2.0,4.0,4.0,1.0,55 - 64 Years,Higher Education,Female
15685,0,0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,35 - 44 Years,Higher Education,Female
15686,0,1,2.0,2.0,1.0,0.0,4.0,4.0,4.0,5.0,5.0,1.0,35 - 44 Years,Higher Education,Female
15687,0,0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,35 - 44 Years,Higher Education,Male
15688,1,1,3.0,2.0,1.0,1.0,5.0,4.0,1.0,4.0,4.0,2.0,35 - 44 Years,Higher Education,Female
15689,1,1,2.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,55 - 64 Years,Higher Education,Female
15690,0,1,1.0,2.0,1.0,0.0,4.0,4.0,2.0,5.0,4.0,2.0,35 - 44 Years,Higher Education,Female
15691,0,0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,2.0,65+ Years,>= 12 years,Female
15692,1,1,3.0,2.0,1.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,18 - 34 Years,Higher Education,Female
15693,0,0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,45 - 54 Years,Higher Education,Male
15694,1,1,2.0,2.0,1.0,1.0,5.0,2.0,5.0,4.0,2.0,4.0,55 - 64 Years,Higher Education,Male
15695,1,1,0.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,5.0,1.0,18 - 34 Years,Higher Education,Male
15696,1,1,2.0,2.0,1.0,0.0,4.0,2.0,2.0,5.0,4.0,2.0,55 - 64 Years,Higher Education,Female
15697,0,1,1.0,1.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,55 - 64 Years,>= 12 years,Male
15698,0,0,1.0,2.0,1.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,18 - 34 Years,Higher Education,Female
15699,0,1,3.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,1.0,18 - 34 Years,>= 12 years,Female
15700,1,1,3.0,2.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,4.0,65+ Years,>= 12 years,Female
15701,0,0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,35 - 44 Years,< 12 Years,Female
15702,0,0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,5.0,5.0,1.0,35 - 44 Years,Higher Education,Male
15703,0,1,2.0,2.0,1.0,1.0,5.0,2.0,2.0,4.0,2.0,2.0,35 - 44 Years,Higher Education,Female
15704,0,1,1.0,2.0,1.0,0.0,3.0,3.0,2.0,5.0,4.0,1.0,65+ Years,Higher Education,Female
15705,1,1,2.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,55 - 64 Years,Higher Education,Female
15706,1,0,1.0,1.0,1.0,0.0,5.0,2.0,1.0,4.0,2.0,1.0,35 - 44 Years,Higher Education,Female
15707,0,0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,4.0,1.0,65+ Years,Higher Education,Male
15708,0,0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,45 - 54 Years,Higher Education,Male
15709,1,1,2.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,35 - 44 Years,Higher Education,Female
15710,0,0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,35 - 44 Years,Higher Education,Female
15711,0,0,1.0,1.0,0.0,1.0,5.0,2.0,2.0,4.0,4.0,2.0,35 - 44 Years,< 12 Years,Female
15712,1,1,2.0,1.0,0.0,0.0,4.0,5.0,2.0,4.0,4.0,1.0,18 - 34 Years,Higher Education,Male
15713,0,0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,55 - 64 Years,Higher Education,Male
15714,1,1,3.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,35 - 44 Years,Higher Education,Female
15715,1,1,1.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,1.0,55 - 64 Years,>= 12 years,Male
15716,1,1,2.0,2.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,45 - 54 Years,Higher Education,Female
15717,0,0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,45 - 54 Years,Higher Education,Male
15718,0,0,3.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,55 - 64 Years,Higher Education,Male
15719,0,1,3.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,55 - 64 Years,< 12 Years,Female
15720,0,0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,55 - 64 Years,Higher Education,Male
15721,0,1,2.0,1.0,1.0,1.0,3.0,1.0,5.0,4.0,2.0,4.0,45 - 54 Years,Higher Education,Male
15722,1,1,2.0,2.0,1.0,0.0,3.0,3.0,2.0,4.0,4.0,2.0,55 - 64 Years,Higher Education,Female
15723,0,0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,4.0,4.0,65+ Years,>= 12 years,Male
15724,1,0,3.0,0.0,0.0,0.0,3.0,4.0,2.0,4.0,4.0,2.0,45 - 54 Years,< 12 Years,Female
15725,0,1,1.0,2.0,0.0,0.0,5.0,2.0,2.0,5.0,2.0,1.0,18 - 34 Years,Higher Education,Male
15726,0,0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,45 - 54 Years,< 12 Years,Male
15727,1,1,2.0,2.0,1.0,0.0,4.0,5.0,1.0,4.0,5.0,1.0,35 - 44 Years,Higher Education,Female
15728,0,1,2.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,4.0,2.0,45 - 54 Years,>= 12 years,Female
15729,0,0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,18 - 34 Years,Higher Education,Female
15730,0,1,1.0,2.0,0.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,65+ Years,Higher Education,Female
15731,0,1,2.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,35 - 44 Years,Higher Education,Female
15732,0,1,2.0,2.0,1.0,0.0,5.0,4.0,2.0,4.0,4.0,2.0,45 - 54 Years,Higher Education,Female
15733,0,0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,4.0,18 - 34 Years,Higher Education,Male
15734,1,1,3.0,2.0,1.0,0.0,5.0,4.0,2.0,5.0,4.0,2.0,55 - 64 Years,Higher Education,Male
15735,1,1,1.0,2.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,18 - 34 Years,Higher Education,Female
15736,0,0,1.0,1.0,0.0,0.0,5.0,4.0,2.0,5.0,2.0,2.0,18 - 34 Years,>= 12 years,Female
15737,0,1,1.0,1.0,1.0,0.0,4.0,4.0,4.0,5.0,4.0,1.0,18 - 34 Years,Higher Education,Female
15738,0,1,1.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,65+ Years,Higher Education,Female
15739,0,0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,55 - 64 Years,Higher Education,Male
15740,0,0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,18 - 34 Years,>= 12 years,Female
15741,0,0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,4.0,2.0,1.0,18 - 34 Years,Higher Education,Female
15742,0,0,3.0,0.0,1.0,0.0,5.0,1.0,2.0,4.0,2.0,4.0,65+ Years,< 12 Years,Female
15743,0,0,3.0,1.0,1.0,0.0,5.0,4.0,2.0,5.0,4.0,1.0,45 - 54 Years,Higher Education,Female
15744,0,0,2.0,2.0,1.0,0.0,3.0,2.0,2.0,4.0,1.0,1.0,35 - 44 Years,Higher Education,Male
15745,0,0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,18 - 34 Years,>= 12 years,Female
15746,0,1,0.0,0.0,1.0,0.0,4.0,1.0,1.0,5.0,4.0,1.0,65+ Years,>= 12 years,Female
15747,0,0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,35 - 44 Years,Higher Education,Male
15748,1,1,3.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,35 - 44 Years,Higher Education,Female
15749,1,1,3.0,1.0,1.0,0.0,4.0,4.0,2.0,5.0,4.0,2.0,35 - 44 Years,Higher Education,Female
15750,0,0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,55 - 64 Years,Higher Education,Male
15751,1,1,1.0,2.0,0.0,0.0,5.0,2.0,2.0,5.0,4.0,2.0,45 - 54 Years,Higher Education,Female
15752,0,1,2.0,1.0,0.0,1.0,5.0,4.0,1.0,4.0,2.0,2.0,35 - 44 Years,< 12 Years,Male
15753,1,1,2.0,1.0,1.0,0.0,5.0,2.0,2.0,4.0,4.0,2.0,65+ Years,Higher Education,Female
15754,0,0,1.0,2.0,1.0,0.0,4.0,2.0,1.0,4.0,1.0,1.0,65+ Years,Higher Education,Female
15755,0,1,0.0,1.0,1.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,45 - 54 Years,Higher Education,Male
15756,1,0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,65+ Years,Higher Education,Male
15757,1,0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,4.0,1.0,55 - 64 Years,Higher Education,Female
15758,0,0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,65+ Years,Higher Education,Male
15759,0,0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,55 - 64 Years,>= 12 years,Female
15760,0,0,2.0,2.0,0.0,0.0,4.0,2.0,2.0,4.0,1.0,1.0,45 - 54 Years,Higher Education,Female
15761,0,0,3.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,4.0,2.0,18 - 34 Years,Higher Education,Female
15762,0,0,2.0,1.0,1.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,18 - 34 Years,Higher Education,Female
15763,0,1,3.0,1.0,1.0,1.0,5.0,2.0,4.0,4.0,5.0,2.0,55 - 64 Years,Higher Education,Male
15764,0,0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,18 - 34 Years,Higher Education,Female
15765,0,0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,18 - 34 Years,Higher Education,Male
